rcn,code,title,language
664738,SFS-09-2014,Towards a gradual elimination of discards in European fisheries,en
664750,SFS-19-2014,Sustainable food and nutrition security through evidence based EU agro-food policy,en
665170,PHC-01-2014,"Understanding health, ageing and disease: determinants, risk factors and pathways",en
664730,SFS-03a-2014,Native and alien pests in agriculture and forestry,en
664618,EINFRA-2-2014,e-Infrastructure for Open Access,en
664586,SC5-11c-2015,Deep mining on continent and/or in sea-bed,en
664582,SC5-09-2014,Consolidating the European Research Area on biodiversity and ecosystem services,en
664577,SC5-05a-2014,Climate change mitigation options,en
665176,PHC-07-2014,Improving the control of infectious epidemics and foodborne outbreaks through rapid identification of pathogens,en
664711,EE-19-2015,Improving the financeability and attractiveness of sustainable energy investments,en
665177,PHC-08-2014,Vaccine development for poverty-related and neglected infectious diseases: tuberculosis,en
704418,LC-SC3-EE-8-2018-2019,Capacity building programmes to support implementation of energy audits,en
704423,LC-SC3-EE-15-2018,New energy label driving and boosting innovation in products energy efficiency,en
704146,BBI.2018.SO3.F2,"Large-scale production of proteins for food and feed applications from alternative, sustainable sources",en
703757,SFS-05-2018-2019-2020,New and emerging risks to plant health,en
703134,FETOPEN-02-2018,FET-Open Coordination and Support Actions,en
703261,LC-SC3-RES-28-2018-2019-2020,Market Uptake support,en
703962,IBA-Energy-EPBD-2018,5th Concerted Action on the Energy Performance of Buildings Directive support to Member States and participating countries for the implementation of the EPBD,en
703347,GOVERNANCE-06-2018,Trends and forward-looking scenarios in global governance,en
703894,SC5-09-2018-2019,New solutions for the sustainable production of raw materials,en
703820,SwafS-01-2018-2019-2020,Open schooling and collaboration on science education,en
703348,GOVERNANCE-02-2018-2019,"Past, present and future of differentiation in European governance",en
703434,JTI-CS2-2017-CfP07-SYS-01-09,Obstruction detection Sensor for Modular surveillance active Trajectory check improvement,en
703370,SU-GM02-2018-2020,"Strategic pre-commercial procurements of innovative, advanced systems to support security",en
703125,CE-SC5-01-2018,Methods to remove hazardous substances and contaminants from secondary raw materials,en
703234,LC-SC3-EE-9-2018-2019,Innovative financing for energy efficiency investments,en
703780,MG-2-5-2018,Innovative technologies for improving aviation safety and certification in icing conditions (InCo flagship),en
702798,IMI2-2017-12-07,European Screening Centre: unique library for attractive biology (ESCulab),en
702829,WIDESPREAD-03-2018,Twinning,en
702317,SwafS-26-2017,Science4Refugees - Support to highly skilled refugee scientists,en
702105,SFS-36-2017,Co-fund on One Health (zoonoses â emerging threats),en
702952,DT-ICT-10-2018-19,Interoperable and smart homes and grids,en
702089,SFS-16-2017,Bee health and sustainable pollination,en
702064,RUR-13-2017,Building a future science and education system fit to deliver to practice,en
702109,SFS-46-2017,"Alternative production system to address anti-microbial drug usage, animal welfare and the impact on health",en
701867,SwafS-13-2017,Integrating Society in Science and Innovation â An approach to co-creation,en
702968,ICT-15-2019-2020,Cloud Computing,en
702875,SFS-31-2019,ERANETs in agri-food,en
702941,LC-EEB-06-2018-20,"ICT enabled, sustainable and affordable residential building construction, design to end of life (IA 50%)",en
702353,IMI2-2016-10-02,How Big Data could support better diagnosis and treatment outcomes for Prostate Cancer,en
702784,SGA-FETFLAG-HBP-2017,HBP FET Flagship core project,en
702859,SFS-07-2018,Making European beekeeping healthy and sustainable,en
701857,SwafS-24-2017,Trans-national operation of the EURAXESS Service network,en
702303,SFS-50-2017,Supporting international cooperation activities on agriculture soil contribution to climate change mitigation and adaptation,en
702049,BG-12-2016,Towards an integrated Mediterranean Sea Observing System,en
701773,SEC-05-DRS-2016-2017,"Chemical, biological, radiological and nuclear (CBRN) cluster",en
702217,BBI-2016-S03,Open-innovation Platform strengthening cooperation and joint development of bio-based industries and downstream sectors,en
701769,SEC-01-DRS-2016,Integrated tools for response planning and scenario building,en
702216,BBI-2016-S02,Bioeconomy related open access research infrastructure and assessing its capabilities for industry driven development projects,en
701853,SwafS-18-2016,The Ethics of technologies with high socio-economic impact and Human Rights relevance,en
701780,SEC-12-FCT-2016-2017,"Technologies for prevention, investigation, and mitigation in the context of fight against crime and terrorism",en
701934,MG-1-4-2016-2017,Breakthrough innovation,en
701767,GALILEO-2-2017,EGNSS mass market applications,en
702072,SFS-37-2016,The impact of consumer practices in food safety: risks and mitigation strategies,en
701785,SEC-15-BES-2017,Risk-based screening at border crossing,en
701762,GALILEO-3-2017,EGNSS professional applications,en
700571,COMPET-4-2016,SRC - Space Robotics Technologies,en
702107,SFS-44-2016,A joint plant breeding programme to decrease the EU's and China's dependency on protein imports,en
700569,EO-3-2016,Evolution of Copernicus services,en
700214,REV-INEQUAL-01-2016,An empirically informed European theory of justice and fairness,en
700212,EE-05-2016,Models and tools for heating and cooling mapping and planning,en
700833,JTI-CS2-2016-CFP03-AIR-02-20,Low cost Fused Filament Fabrication of high performance thermoplastics for structural applications,en
700819,SC1-HCO-01-2016,Valorisation of FP7 Health and H2020 SC1 research results,en
700265,EUK-03-2016,Federated Cloud resource brokerage for mobile cloud services,en
700480,BG-10-2016,Impact of Arctic changes on the weather and climate of the Northern Hemisphere,en
700053,BBI.R10-2015,Innovative efficient biorefinery technologies,en
700739,NMBP-10-2016,Nanoformulation of biologicals,en
700689,SC5-09-2016,Operationalising insurance value of ecosystems,en
700153,FOF-02-2016,Machinery and robot systems in dynamic shop floor environments using novel embedded cognitive functions,en
700377,MG-8.3-2016,Assessing future requirements for skills and jobs across transport modes and systems,en
700179,EEB-03-2016,Integration of advanced technologies for heating and cooling at building and district level,en
700157,NMBP-24-2016,Network to capitalise on strong European position in materials modelling and to allow industry to reap the benefits,en
700137,MG-1-5-2016-2017,"Identification of gaps, barriers and needs in the aviation research",en
700075,JTI-CS2-2015-CFP02-AIR-02-08,Ice protection system based on two-phase heat transport technologies integrated in representative engine intake structure,en
665249,Energy,Energy,en
702042,ICT-11-2017,Collective Awareness Platforms for Sustainability and Social Innovation,en
665211,HCO-06-2015,Global Alliance for Chronic Diseases. Prevention and treatment of lung diseases,en
700107,EEB-01-2016,Highly efficient insulation materials with improved properties,en
665215,HCO-10-2014,ERA NET rare disease research implementing IRDiRC objectives,en
669188,ECSEL-04-2015,Smart Health,en
669220,ECSEL-17-2015,Cyber-physical Systems,en
665458,MSCA-ITN-2015-EJD,Marie SkÅodowska-Curie Innovative Training Networks (ITN-EJD),en
665217,HCO-12-2015,ERA NET: Antimicrobial resistance,en
700083,SPIRE-04-2016,Industrial furnace design addressing energy efficiency in new and existing furnaces,en
664894,MG-2.3-2014,New generation of rail vehicles,en
664826,EUB-1-2015,"Cloud Computing, including security aspects",en
664786,ICT-01-2014,Smart Cyber-Physical Systems,en
664966,REFLECTIVE-2-2015,Emergence and transmission of European cultural heritage and Europeanisation,en
664959,EURO-6-2015,Meeting new societal needs by using emerging technologies in the public sector,en
665029,NMP-29-2015,Increasing the capacity to perform nano-safety assessment,en
664988,INT-12-2015,"The cultural, scientific and social dimension of EU-LAC relations",en
664985,INT-09-2015,"The European Union, Turkey and its wider neighbourhood: challenges and opportunities",en
664982,INT-06-2015,Re-invigorating the partnership between the two shores of the Mediterranean,en
664939,NFRP-01-2014,Improved safety design and operation of fission reactors,en
664640,GALILEO-4-2014,"EGNSS awareness raising, capacity building and/or promotion activities, inside or outside of the European Union",en
664634,GALILEO-1-2014,EGNSS applications,en
664606,H2020-TWINN-2015,Twinning,en
664912,MG-6.3-2015,Common communication and navigation platforms for pan-European logistics applications,en
664875,SCC-01-2015,"Smart Cities and Communities solutions integrating energy, transport, ICT sectors through lighthouse (large scale demonstration - first of the kind) projects",en
664871,LCE-20-2014,The human factor in the energy system,en
664852,LCE-06-2015,Transmission grid and wholesale market,en
664744,SFS-13-2015,Biological contamination of crops and the food chain,en
664703,EE-10-2015,Consumer engagement for sustainable energy,en
664701,EE-07-2015,Enhancing the capacity of public authorities to plan and implement sustainable energy policies and measures,en
664662,COMPET-02-2015,Independent access to space,en
664660,PROTEC-1-2015,Passive means to reduce the impact of Space Debris,en
665144,ISSI-1-2015,Pan-European public outreach: exhibitions and science cafÃ©s engaging citizens in science,en
665142,GERI-4-2015,Support to research organisations to implement gender equality plans,en
664795,ICT-10-2015,Collective Awareness Platforms for Sustainability and Social Innovation,en
665083,DRS-11-2015,"Disaster Resilience & Climate Change topic 3: Mitigating the impacts of climate change and natural hazards on cultural heritage sites, structures and artefacts",en
664844,LCE-01-2014,New knowledge and technologies,en
664794,ICT-09-2014,Tools and Methods for Software Development,en
664772,ISIB-03-2015,Unlocking the growth potential of rural areas through enhanced governance and social innovation,en
664745,SFS-14a-2014,Authentication of olive oil,en
664621,EINFRA-5-2015,Centres of Excellence for computing applications,en
664659,EO-3-2015,Technology developments for competitive imaging from space,en
664658,EO-2-2015,Stimulating wider research use of Copernicus Sentinel Data,en
665193,PHC-22-2015,Promoting mental wellbeing in the ageing population,en
664564,WATER-1b-2015,Demonstration/pilot activities,en
664562,WASTE-7-2015,"Ensuring sustainable use of agricultural waste, co-products and by-products",en
664584,SC5-10c-2015,An EU support mechanism for evidence-based policy on biodiversity & ecosystems services,en
665201,PHC-30-2015,Digital representation of health data to improve disease diagnosis and treatment,en
665183,PHC-13-2014,New therapies for chronic non-communicable diseases,en
665172,PHC-03-2015,Understanding common mechanisms of diseases and their relevance in co-morbidities,en
664962,YOUNG-3-2015,Lifelong learning for young adults: better policies for growth and inclusion in Europe,en
664955,EURO-2-2014,The European growth agenda,en
664927,GV-2-2014,Optimised and systematic energy management in electric vehicles,en
664909,MG-5.5a-2015,Demonstrating and testing innovative solutions for cleaner and better urban transport and mobility,en
665013,NMP-13-2014,Storage of energy produced by decentralised sources,en
665011,NMP-11-2015,Nanomedicine therapy for cancer,en
664978,INT-02-2015,"Encouraging the research and innovation cooperation between the Union and selected regional partners â proposals targeting Southern Mediterranean Neighbourhood, Eastern Partnership",en
